DataId,CommId,DeviceName,DeviceDateTime,AgeInSeconds,BatteryVoltage,GpsQuality,Latitude,Longitude,SubmergedPercent,Temperature0cm
9426861,"300234063602780","UOH-MS-0001",2015-08-14 21:40:08,78008,12.2,3,24.425201,-158.170822,10,26.65
9426727,"300234063602780","UOH-MS-0001",2015-08-14 21:30:08,77408,12.2,3,24.425409,-158.171173,11,26.65
9426716,"300234063602780","UOH-MS-0001",2015-08-14 21:20:08,76808,12.2,3,24.425648,-158.171387,11,26.65
9426710,"300234063602780","UOH-MS-0001",2015-08-14 21:10:09,76209,12.2,3,24.425798,-158.1716,11,26.65
9426700,"300234063602780","UOH-MS-0001",2015-08-14 21:00:10,75610,12.2,3,24.425877,-158.171753,11,26.65
9426663,"300234063602780","UOH-MS-0001",2015-08-14 20:50:09,75009,12.2,3,24.425734,-158.171829,12,26.65
9426657,"300234063602780","UOH-MS-0001",2015-08-14 20:40:09,74409,12.2,3,24.425667,-158.171692,12,26.65
9426650,"300234063602780","UOH-MS-0001",2015-08-14 20:30:09,73809,12.2,3,24.425497,-158.1716,9,26.6
9426642,"300234063602780","UOH-MS-0001",2015-08-14 20:20:10,73210,12.2,3,24.425251,-158.171585,9,26.6
9426636,"300234063602780","UOH-MS-0001",2015-08-14 20:10:08,72608,12.2,3,24.425362,-158.171677,10,26.6
9426626,"300234063602780","UOH-MS-0001",2015-08-14 20:00:08,72008,12.2,3,24.425308,-158.171783,12,26.6
9426570,"300234063602780","UOH-MS-0001",2015-08-14 19:50:08,71408,12.2,3,24.425125,-158.171936,11,26.6
9426454,"300234063602780","UOH-MS-0001",2015-08-14 19:40:08,70808,12.2,3,24.424637,-158.172058,10,26.6
9426332,"300234063602780","UOH-MS-0001",2015-08-14 19:30:08,70208,12.2,3,24.424358,-158.172562,12,26.6
9426312,"300234063602780","UOH-MS-0001",2015-08-14 19:20:08,69608,12.2,3,24.424026,-158.172943,10,26.6
9426306,"300234063602780","UOH-MS-0001",2015-08-14 19:10:10,69010,12.2,3,24.42359,-158.173813,10,26.55
9426292,"300234063602780","UOH-MS-0001",2015-08-14 19:00:08,68408,12.2,3,24.423195,-158.17421,11,26.55
9426258,"300234063602780","UOH-MS-0001",2015-08-14 18:50:08,67808,12.2,3,24.422764,-158.175369,12,26.55
9426252,"300234063602780","UOH-MS-0001",2015-08-14 18:40:09,67209,12.2,3,24.422319,-158.175949,11,26.55
9426245,"300234063602780","UOH-MS-0001",2015-08-14 18:30:08,66608,12.2,3,24.421892,-158.176376,14,26.55
9426235,"300234063602780","UOH-MS-0001",2015-08-14 18:20:07,66007,12.2,3,24.421995,-158.176865,12,26.55
9426229,"300234063602780","UOH-MS-0001",2015-08-14 18:10:08,65408,12.2,3,24.4216,-158.177368,11,26.55
9426215,"300234063602780","UOH-MS-0001",2015-08-14 18:02:06,64926,12.2,3,24.42141,-158.177628,11,26.55
9426175,"300234063602780","UOH-MS-0001",2015-08-14 17:50:09,64209,12.2,3,24.421185,-158.179565,10,26.55
9426060,"300234063602780","UOH-MS-0001",2015-08-14 17:40:08,63608,12.2,3,24.421476,-158.179596,13,26.55
9425940,"300234063602780","UOH-MS-0001",2015-08-14 17:30:08,63008,12.2,3,24.421576,-158.17955,11,26.55
9425909,"300234063602780","UOH-MS-0001",2015-08-14 17:20:07,62407,12.2,3,24.421448,-158.179718,14,26.55
9425903,"300234063602780","UOH-MS-0001",2015-08-14 17:10:08,61808,12.2,3,24.421223,-158.179565,12,26.55
9425894,"300234063602780","UOH-MS-0001",2015-08-14 17:00:08,61208,12.2,3,24.421406,-158.179413,10,26.55
9425857,"300234063602780","UOH-MS-0001",2015-08-14 16:50:07,60607,12.2,3,24.420887,-158.17926,9,26.55
9425852,"300234063602780","UOH-MS-0001",2015-08-14 16:40:07,60007,12.2,3,24.421497,-158.179031,12,26.55
9425844,"300234063602780","UOH-MS-0001",2015-08-14 16:30:08,59408,12.2,3,24.42148,-158.179413,12,26.55
9425834,"300234063602780","UOH-MS-0001",2015-08-14 16:20:09,58809,12.2,3,24.421339,-158.179688,10,26.55
9425827,"300234063602780","UOH-MS-0001",2015-08-14 16:10:09,58209,12.2,3,24.421684,-158.179901,12,26.55
9425814,"300234063602780","UOH-MS-0001",2015-08-14 16:00:09,57609,12.2,3,24.421204,-158.179703,14,26.55
9425772,"300234063602780","UOH-MS-0001",2015-08-14 15:52:01,57121,12.2,3,24.421202,-158.179825,10,26.55
9425663,"300234063602780","UOH-MS-0001",2015-08-14 15:40:08,56408,12.2,3,24.421316,-158.180145,11,26.55
9425537,"300234063602780","UOH-MS-0001",2015-08-14 15:30:37,55837,12.2,3,24.421343,-158.180542,14,26.55
9425483,"300234063602780","UOH-MS-0001",2015-08-14 15:20:10,55210,12.2,3,24.421164,-158.181046,15,26.55
9425476,"300234063602780","UOH-MS-0001",2015-08-14 15:10:08,54608,12.2,3,24.421221,-158.181488,13,26.55
9425464,"300234063602780","UOH-MS-0001",2015-08-14 15:00:11,54011,12.2,3,24.421238,-158.182053,13,26.55
9425427,"300234063602780","UOH-MS-0001",2015-08-14 14:50:08,53408,12.2,3,24.421259,-158.18248,8,26.55
9425420,"300234063602780","UOH-MS-0001",2015-08-14 14:40:10,52810,12.2,3,24.421127,-158.182816,10,26.55
9425412,"300234063602780","UOH-MS-0001",2015-08-14 14:30:09,52209,12.2,3,24.420877,-158.183167,9,26.55
9425399,"300234063602780","UOH-MS-0001",2015-08-14 14:20:08,51608,12.2,3,24.420614,-158.18367,11,26.55
9425386,"300234063602780","UOH-MS-0001",2015-08-14 14:10:08,51008,12.2,3,24.420107,-158.184143,11,26.55
9425371,"300234063602780","UOH-MS-0001",2015-08-14 14:01:25,50485,12.2,3,24.419678,-158.184601,12,26.55
9425328,"300234063602780","UOH-MS-0001",2015-08-14 13:50:09,49809,12.2,3,24.419081,-158.185349,9,26.55
9425228,"300234063602780","UOH-MS-0001",2015-08-14 13:40:08,49208,12.2,3,24.41832,-158.185745,11,26.6
9425096,"300234063602780","UOH-MS-0001",2015-08-14 13:30:10,48610,12.2,3,24.41773,-158.186264,9,26.6
9425040,"300234063602780","UOH-MS-0001",2015-08-14 13:20:08,48008,12.2,3,24.417046,-158.186676,13,26.55
9425032,"300234063602780","UOH-MS-0001",2015-08-14 13:10:09,47409,12.2,3,24.41637,-158.187027,12,26.6
9425016,"300234063602780","UOH-MS-0001",2015-08-14 13:00:08,46808,12.2,3,24.415653,-158.187241,14,26.6
9424938,"300234063602780","UOH-MS-0001",2015-08-14 12:50:09,46209,12.2,3,24.414803,-158.187332,15,26.6
9424926,"300234063602780","UOH-MS-0001",2015-08-14 12:40:08,45608,12.2,3,24.413862,-158.187424,12,26.6
9424912,"300234063602780","UOH-MS-0001",2015-08-14 12:30:08,45008,12.2,3,24.41292,-158.187546,12,26.6
9424893,"300234063602780","UOH-MS-0001",2015-08-14 12:20:08,44408,12.2,3,24.412163,-158.187775,11,26.6
9424878,"300234063602780","UOH-MS-0001",2015-08-14 12:10:09,43809,12.2,3,24.411606,-158.188141,10,26.6
9424857,"300234063602780","UOH-MS-0001",2015-08-14 12:00:08,43208,12.2,3,24.410875,-158.188446,9,26.6
9424799,"300234063602780","UOH-MS-0001",2015-08-14 11:50:08,42608,12.2,3,24.410103,-158.188873,10,26.6
9424718,"300234063602780","UOH-MS-0001",2015-08-14 11:40:08,42008,12.2,3,24.409178,-158.189194,11,26.6
9424582,"300234063602780","UOH-MS-0001",2015-08-14 11:30:08,41408,12.2,3,24.408087,-158.189453,10,26.6
9424507,"300234063602780","UOH-MS-0001",2015-08-14 11:20:08,40808,12.2,3,24.406973,-158.189636,11,26.6
9424491,"300234063602780","UOH-MS-0001",2015-08-14 11:10:08,40208,12.2,3,24.406059,-158.190048,12,26.6
9424476,"300234063602780","UOH-MS-0001",2015-08-14 11:00:08,39608,12.2,3,24.40502,-158.190491,12,26.6
9424433,"300234063602780","UOH-MS-0001",2015-08-14 10:50:08,39008,12.2,3,24.403751,-158.190918,11,26.6
9424422,"300234063602780","UOH-MS-0001",2015-08-14 10:40:08,38408,12.2,3,24.402266,-158.191345,12,26.6
9424408,"300234063602780","UOH-MS-0001",2015-08-14 10:30:09,37809,12.2,3,24.400843,-158.191681,8,26.6
9424391,"300234063602780","UOH-MS-0001",2015-08-14 10:20:08,37208,12.2,3,24.399326,-158.191971,10,26.6
9424377,"300234063602780","UOH-MS-0001",2015-08-14 10:10:08,36608,12.2,3,24.397697,-158.192062,9,26.6
9424355,"300234063602780","UOH-MS-0001",2015-08-14 10:01:07,36067,12.2,3,24.396425,-158.192078,10,26.6
9424302,"300234063602780","UOH-MS-0001",2015-08-14 09:50:08,35408,12.2,3,24.394787,-158.192307,10,26.6
9424251,"300234063602780","UOH-MS-0001",2015-08-14 09:40:09,34809,12.2,3,24.393076,-158.192429,8,26.6
9424115,"300234063602780","UOH-MS-0001",2015-08-14 09:30:08,34208,12.2,3,24.391401,-158.19278,11,26.6
9424014,"300234063602780","UOH-MS-0001",2015-08-14 09:20:10,33610,12.2,3,24.389788,-158.193085,10,26.6
9424000,"300234063602780","UOH-MS-0001",2015-08-14 09:10:08,33008,12.2,3,24.388121,-158.193344,12,26.6
9423984,"300234063602780","UOH-MS-0001",2015-08-14 09:00:08,32408,12.2,3,24.386435,-158.193573,13,26.65
9423941,"300234063602780","UOH-MS-0001",2015-08-14 08:50:08,31808,12.2,3,24.384865,-158.193848,11,26.6
9423928,"300234063602780","UOH-MS-0001",2015-08-14 08:40:08,31208,12.2,3,24.383375,-158.193832,11,26.6
9423912,"300234063602780","UOH-MS-0001",2015-08-14 08:30:08,30608,12.2,3,24.381777,-158.193893,11,26.65
9423891,"300234063602780","UOH-MS-0001",2015-08-14 08:20:08,30008,12.2,3,24.380213,-158.193756,15,26.65
9423875,"300234063602780","UOH-MS-0001",2015-08-14 08:10:08,29408,12.2,3,24.378706,-158.193497,14,26.6
9423854,"300234063602780","UOH-MS-0001",2015-08-14 08:00:08,28808,12.2,3,24.377127,-158.1931,10,26.65
9423710,"300234063602780","UOH-MS-0001",2015-08-14 07:50:08,28208,12.2,3,24.37532,-158.192642,12,26.65
9423582,"300234063602780","UOH-MS-0001",2015-08-14 07:40:08,27608,12.2,3,24.373701,-158.192215,11,26.65
9423504,"300234063602780","UOH-MS-0001",2015-08-14 07:30:07,27007,12.2,3,24.37203,-158.191803,12,26.65
9423481,"300234063602780","UOH-MS-0001",2015-08-14 07:20:07,26407,12.2,3,24.370317,-158.191483,11,26.65
9423464,"300234063602780","UOH-MS-0001",2015-08-14 07:10:55,25855,12.2,3,24.368759,-158.191162,10,26.65
9423444,"300234063602780","UOH-MS-0001",2015-08-14 07:00:10,25210,12.2,3,24.366898,-158.190536,9,26.65
9423399,"300234063602780","UOH-MS-0001",2015-08-14 06:50:07,24607,12.2,3,24.365307,-158.189987,12,26.65
9423385,"300234063602780","UOH-MS-0001",2015-08-14 06:40:08,24008,12.2,3,24.363743,-158.189514,11,26.65
9423368,"300234063602780","UOH-MS-0001",2015-08-14 06:30:07,23407,12.2,3,24.362251,-158.188873,15,26.65
9423347,"300234063602780","UOH-MS-0001",2015-08-14 06:20:07,22807,12.2,3,24.360806,-158.188141,12,26.65
9423332,"300234063602780","UOH-MS-0001",2015-08-14 06:10:07,22207,12.2,3,24.359226,-158.187576,8,26.65
9423311,"300234063602780","UOH-MS-0001",2015-08-14 06:00:07,21607,12.2,3,24.357553,-158.186951,11,26.65
9423217,"300234063602780","UOH-MS-0001",2015-08-14 05:50:37,21037,12.2,3,24.355984,-158.186417,12,26.65
9423064,"300234063602780","UOH-MS-0001",2015-08-14 05:40:08,20408,12.2,3,24.354176,-158.185837,16,26.65
9422986,"300234063602780","UOH-MS-0001",2015-08-14 05:30:09,19809,12.2,3,24.352495,-158.185547,13,26.7
9422971,"300234063602780","UOH-MS-0001",2015-08-14 05:20:09,19209,12.2,3,24.350809,-158.185287,11,26.7
9422958,"300234063602780","UOH-MS-0001",2015-08-14 05:10:09,18609,12.2,3,24.349052,-158.184906,11,26.7
9422941,"300234063602780","UOH-MS-0001",2015-08-14 05:00:07,18007,12.2,3,24.347338,-158.184448,11,26.7
9422896,"300234063602780","UOH-MS-0001",2015-08-14 04:50:08,17408,12.2,3,24.345684,-158.183777,11,26.7
9422883,"300234063602780","UOH-MS-0001",2015-08-14 04:40:08,16808,12.2,3,24.344028,-158.183029,12,26.7
9422869,"300234063602780","UOH-MS-0001",2015-08-14 04:30:07,16207,12.2,3,24.342299,-158.182495,10,26.7
9422845,"300234063602780","UOH-MS-0001",2015-08-14 04:20:07,15607,12.2,3,24.340902,-158.18187,12,26.7
9422832,"300234063602780","UOH-MS-0001",2015-08-14 04:10:07,15007,12.2,3,24.339474,-158.181091,10,26.7
9422811,"300234063602780","UOH-MS-0001",2015-08-14 04:00:55,14455,12.2,3,24.338015,-158.180252,9,26.7
9422742,"300234063602780","UOH-MS-0001",2015-08-14 03:50:08,13808,12.2,3,24.336346,-158.179153,15,26.75
9422595,"300234063602780","UOH-MS-0001",2015-08-14 03:40:10,13210,12.2,3,24.334753,-158.178101,13,26.75
9422493,"300234063602780","UOH-MS-0001",2015-08-14 03:30:07,12607,12.2,3,24.333103,-158.177048,11,26.75
9422477,"300234063602780","UOH-MS-0001",2015-08-14 03:20:08,12008,12.2,3,24.331591,-158.176041,11,26.75
9422464,"300234063602780","UOH-MS-0001",2015-08-14 03:10:09,11409,12.2,3,24.330223,-158.175049,10,26.75
9422444,"300234063602780","UOH-MS-0001",2015-08-14 03:00:08,10808,12.2,3,24.328915,-158.174072,9,26.75
9422403,"300234063602780","UOH-MS-0001",2015-08-14 02:50:08,10208,12.2,3,24.327662,-158.173111,11,26.75
9422390,"300234063602780","UOH-MS-0001",2015-08-14 02:40:08,9608,12.2,3,24.326536,-158.17215,14,26.75
9422375,"300234063602780","UOH-MS-0001",2015-08-14 02:30:08,9008,12.2,3,24.32531,-158.171219,10,26.75
9422359,"300234063602780","UOH-MS-0001",2015-08-14 02:20:08,8408,12.2,3,24.324169,-158.170349,12,26.75
9422346,"300234063602780","UOH-MS-0001",2015-08-14 02:10:08,7808,12.2,3,24.323053,-158.169357,10,26.75
9422325,"300234063602780","UOH-MS-0001",2015-08-14 02:00:08,7208,12.2,3,24.322191,-158.168365,11,26.75
9422243,"300234063602780","UOH-MS-0001",2015-08-14 01:50:08,6608,12.2,3,24.321318,-158.167252,9,26.75
9422114,"300234063602780","UOH-MS-0001",2015-08-14 01:40:08,6008,12.2,3,24.320435,-158.166122,14,26.75
9422007,"300234063602780","UOH-MS-0001",2015-08-14 01:30:08,5408,12.2,3,24.319735,-158.164902,10,26.75
9421990,"300234063602780","UOH-MS-0001",2015-08-14 01:20:08,4808,12.2,3,24.319134,-158.16362,12,26.75
9421981,"300234063602780","UOH-MS-0001",2015-08-14 01:10:08,4208,12.2,3,24.318405,-158.162582,12,26.75
9421965,"300234063602780","UOH-MS-0001",2015-08-14 01:00:08,3608,12.2,3,24.31769,-158.161575,11,26.75
9421920,"300234063602780","UOH-MS-0001",2015-08-14 00:50:08,3008,12.2,3,24.317034,-158.160507,10,26.75
9421908,"300234063602780","UOH-MS-0001",2015-08-14 00:40:08,2408,12.2,3,24.31629,-158.159607,13,26.75
9421892,"300234063602780","UOH-MS-0001",2015-08-14 00:30:08,1808,12.2,3,24.315723,-158.158676,10,26.75
9421868,"300234063602780","UOH-MS-0001",2015-08-14 00:20:08,1208,12.2,3,24.314957,-158.157684,12,26.7
9421854,"300234063602780","UOH-MS-0001",2015-08-14 00:10:08,608,12.2,3,24.314198,-158.156769,10,26.75
9421835,"300234063602780","UOH-MS-0001",2015-08-14 00:01:00,60,12.2,3,24.313574,-158.155853,14,26.75
9421754,"300234063602780","UOH-MS-0001",2015-08-13 23:50:16,85816,12.2,3,24.312902,-158.154724,9,26.7
9421627,"300234063602780","UOH-MS-0001",2015-08-13 23:40:08,85208,12.2,3,24.312347,-158.153503,12,26.7
9421512,"300234063602780","UOH-MS-0001",2015-08-13 23:30:09,84609,12.2,3,24.311678,-158.152298,11,26.7
9421497,"300234063602780","UOH-MS-0001",2015-08-13 23:20:09,84009,12.2,3,24.310999,-158.150986,10,26.7
9421486,"300234063602780","UOH-MS-0001",2015-08-13 23:10:08,83408,12.2,3,24.310173,-158.149399,11,26.7
9421472,"300234063602780","UOH-MS-0001",2015-08-13 23:00:08,82808,12.2,3,24.30929,-158.147903,12,26.7
9421434,"300234063602780","UOH-MS-0001",2015-08-13 22:50:08,82208,12.2,3,24.308441,-158.146393,7,26.7
9421421,"300234063602780","UOH-MS-0001",2015-08-13 22:40:08,81608,12.2,3,24.307692,-158.144928,12,26.7
9421404,"300234063602780","UOH-MS-0001",2015-08-13 22:30:08,81008,12.2,3,24.307007,-158.143448,11,26.7
9421389,"300234063602780","UOH-MS-0001",2015-08-13 22:20:09,80409,12.2,3,24.306551,-158.142075,13,26.65
9421382,"300234063602780","UOH-MS-0001",2015-08-13 22:10:09,79809,12.2,3,24.306128,-158.140854,13,26.65
9421287,"300234063602780","UOH-MS-0001",2015-08-13 22:00:09,79209,12.2,3,24.305899,-158.139481,10,26.65
9421123,"300234063602780","UOH-MS-0001",2015-08-13 21:51:00,78660,12.2,3,24.305601,-158.138214,11,26.65
9420974,"300234063602780","UOH-MS-0001",2015-08-13 21:40:08,78008,12.2,3,24.305182,-158.136765,10,26.65
9420815,"300234063602780","UOH-MS-0001",2015-08-13 21:30:08,77408,12.2,3,24.304916,-158.135437,10,26.65
9420789,"300234063602780","UOH-MS-0001",2015-08-13 21:20:08,76808,12.2,3,24.304615,-158.134079,13,26.65
9420775,"300234063602780","UOH-MS-0001",2015-08-13 21:10:08,76208,12.2,3,24.30434,-158.132599,12,26.6
9420756,"300234063602780","UOH-MS-0001",2015-08-13 21:00:08,75608,12.2,3,24.304052,-158.131165,10,26.6
9420712,"300234063602780","UOH-MS-0001",2015-08-13 20:50:08,75008,12.2,3,24.30374,-158.129715,12,26.6
9420690,"300234063602780","UOH-MS-0001",2015-08-13 20:40:08,74408,12.2,3,24.303419,-158.12822,10,26.6
9420621,"300234063602780","UOH-MS-0001",2015-08-13 20:30:08,73808,12.2,3,24.303091,-158.12674,12,26.6
9420598,"300234063602780","UOH-MS-0001",2015-08-13 20:20:08,73208,12.2,3,24.302589,-158.12529,12,26.6
9420581,"300234063602780","UOH-MS-0001",2015-08-13 20:10:08,72608,12.2,3,24.302101,-158.124054,13,26.55
9420535,"300234063602780","UOH-MS-0001",2015-08-13 20:00:36,72036,12.2,3,24.30172,-158.122925,11,26.55
9420462,"300234063602780","UOH-MS-0001",2015-08-13 19:50:09,71409,12.2,3,24.301197,-158.121552,10,26.55
9420343,"300234063602780","UOH-MS-0001",2015-08-13 19:41:03,70863,12.2,3,24.300646,-158.120422,11,26.55
9420206,"300234063602780","UOH-MS-0001",2015-08-13 19:30:16,70216,12.2,3,24.299881,-158.118668,11,26.55
9420173,"300234063602780","UOH-MS-0001",2015-08-13 19:20:12,69612,12.2,3,24.299055,-158.117157,11,26.55
9420158,"300234063602780","UOH-MS-0001",2015-08-13 19:10:09,69009,12.2,3,24.298084,-158.115723,11,26.55
9420137,"300234063602780","UOH-MS-0001",2015-08-13 19:00:08,68408,12.2,3,24.297398,-158.114258,9,26.55
9420090,"300234063602780","UOH-MS-0001",2015-08-13 18:50:10,67810,12.2,3,24.296892,-158.112808,10,26.55
9420075,"300234063602780","UOH-MS-0001",2015-08-13 18:40:08,67208,12.2,3,24.296263,-158.11145,12,26.55
9420060,"300234063602780","UOH-MS-0001",2015-08-13 18:30:08,66608,12.2,3,24.295626,-158.110168,9,26.55
9420010,"300234063602780","UOH-MS-0001",2015-08-13 18:20:07,66007,12.2,3,24.294992,-158.108994,10,26.55
9419954,"300234063602780","UOH-MS-0001",2015-08-13 18:10:09,65409,12.2,3,24.29438,-158.107925,11,26.55
9419888,"300234063602780","UOH-MS-0001",2015-08-13 18:00:07,64807,12.2,3,24.293861,-158.10675,10,26.55
9419786,"300234063602780","UOH-MS-0001",2015-08-13 17:50:08,64208,12.2,3,24.293398,-158.105713,11,26.55
9419657,"300234063602780","UOH-MS-0001",2015-08-13 17:40:08,63608,12.2,3,24.292976,-158.10466,13,26.55
9419521,"300234063602780","UOH-MS-0001",2015-08-13 17:30:07,63007,12.2,3,24.292618,-158.103516,10,26.55
9419481,"300234063602780","UOH-MS-0001",2015-08-13 17:20:33,62433,12.2,3,24.292534,-158.102295,11,26.55
9419467,"300234063602780","UOH-MS-0001",2015-08-13 17:10:08,61808,12.2,3,24.292358,-158.10083,13,26.55
9419448,"300234063602780","UOH-MS-0001",2015-08-13 17:00:07,61207,12.2,3,24.292166,-158.099152,11,26.55
9419403,"300234063602780","UOH-MS-0001",2015-08-13 16:50:07,60607,12.2,3,24.29183,-158.097534,13,26.5
9419389,"300234063602780","UOH-MS-0001",2015-08-13 16:40:07,60007,12.2,3,24.291431,-158.0961,12,26.5
9419374,"300234063602780","UOH-MS-0001",2015-08-13 16:30:07,59407,12.2,3,24.291023,-158.094696,11,26.5
9419326,"300234063602780","UOH-MS-0001",2015-08-13 16:20:08,58808,12.2,3,24.290499,-158.093338,12,26.55
9419282,"300234063602780","UOH-MS-0001",2015-08-13 16:10:07,58207,12.2,3,24.290262,-158.091812,10,26.55
9419232,"300234063602780","UOH-MS-0001",2015-08-13 16:00:08,57608,12.2,3,24.289963,-158.090286,14,26.55
9419145,"300234063602780","UOH-MS-0001",2015-08-13 15:50:07,57007,12.2,3,24.289955,-158.088974,14,26.55
9419015,"300234063602780","UOH-MS-0001",2015-08-13 15:40:07,56407,12.2,3,24.289841,-158.087753,10,26.55
9418786,"300234063602780","UOH-MS-0001",2015-08-13 15:30:07,55807,12.2,3,24.289698,-158.086456,11,26.55
9418604,"300234063602780","UOH-MS-0001",2015-08-13 15:21:25,55285,12.2,3,24.289568,-158.085205,9,26.55
9418414,"300234063602780","UOH-MS-0001",2015-08-13 15:10:08,54608,12.2,3,24.289339,-158.083725,13,26.55
9418274,"300234063602780","UOH-MS-0001",2015-08-13 15:00:09,54009,12.2,3,24.289291,-158.082642,11,26.55
9418089,"300234063602780","UOH-MS-0001",2015-08-13 14:50:07,53407,12.2,3,24.28957,-158.081528,14,26.5
9418000,"300234063602780","UOH-MS-0001",2015-08-13 14:40:08,52808,12.2,3,24.28989,-158.080566,15,26.55
9418001,"300234063602780","UOH-MS-0001",2015-08-13 14:30:07,52207,12.2,3,24.290398,-158.079468,10,26.55
9417919,"300234063602780","UOH-MS-0001",2015-08-13 14:20:08,51608,12.2,3,24.29088,-158.078293,10,26.55
9417904,"300234063602780","UOH-MS-0001",2015-08-13 14:10:08,51008,12.2,3,24.291334,-158.076935,12,26.55
9417881,"300234063602780","UOH-MS-0001",2015-08-13 14:02:07,50527,12.2,3,24.291796,-158.07576,11,26.55
9417839,"300234063602780","UOH-MS-0001",2015-08-13 13:50:10,49810,12.2,3,24.292484,-158.074051,10,26.55
9417759,"300234063602780","UOH-MS-0001",2015-08-13 13:40:08,49208,12.2,3,24.293076,-158.072723,10,26.55
9417628,"300234063602780","UOH-MS-0001",2015-08-13 13:30:08,48608,12.2,3,24.293802,-158.071457,10,26.55
9417573,"300234063602780","UOH-MS-0001",2015-08-13 13:20:08,48008,12.2,3,24.294554,-158.069962,9,26.55
9417567,"300234063602780","UOH-MS-0001",2015-08-13 13:10:08,47408,12.2,3,24.29529,-158.068726,11,26.55
9417556,"300234063602780","UOH-MS-0001",2015-08-13 13:00:07,46807,12.2,3,24.296089,-158.067612,10,26.55
9417520,"300234063602780","UOH-MS-0001",2015-08-13 12:50:08,46208,12.2,3,24.297073,-158.06665,10,26.55
9417514,"300234063602780","UOH-MS-0001",2015-08-13 12:40:07,45607,12.2,3,24.298174,-158.065689,11,26.55
9417507,"300234063602780","UOH-MS-0001",2015-08-13 12:30:08,45008,12.2,3,24.299376,-158.064957,11,26.55
9417495,"300234063602780","UOH-MS-0001",2015-08-13 12:20:08,44408,12.2,3,24.300592,-158.06427,10,26.55
9417489,"300234063602780","UOH-MS-0001",2015-08-13 12:10:09,43809,12.2,3,24.301653,-158.063766,10,26.55
9417476,"300234063602780","UOH-MS-0001",2015-08-13 12:00:08,43208,12.2,3,24.302748,-158.063309,14,26.55
9417431,"300234063602780","UOH-MS-0001",2015-08-13 11:50:08,42608,12.2,3,24.303799,-158.06282,10,26.55
9417363,"300234063602780","UOH-MS-0001",2015-08-13 11:40:08,42008,12.2,3,24.30488,-158.062332,10,26.55
9417228,"300234063602780","UOH-MS-0001",2015-08-13 11:30:09,41409,12.2,3,24.305876,-158.061859,11,26.55
9417167,"300234063602780","UOH-MS-0001",2015-08-13 11:20:08,40808,12.2,3,24.306612,-158.061462,13,26.55
9417156,"300234063602780","UOH-MS-0001",2015-08-13 11:11:29,40289,12.2,3,24.307446,-158.061066,12,26.55
9417145,"300234063602780","UOH-MS-0001",2015-08-13 11:01:07,39667,12.2,3,24.308468,-158.060684,10,26.55
9417111,"300234063602780","UOH-MS-0001",2015-08-13 10:50:08,39008,12.2,3,24.309465,-158.060333,11,26.55
9417105,"300234063602780","UOH-MS-0001",2015-08-13 10:40:08,38408,12.2,3,24.310434,-158.059998,15,26.55
9417097,"300234063602780","UOH-MS-0001",2015-08-13 10:30:08,37808,12.2,3,24.311232,-158.059769,14,26.55
9417089,"300234063602780","UOH-MS-0001",2015-08-13 10:20:09,37209,12.2,3,24.312117,-158.059784,11,26.55
9417083,"300234063602780","UOH-MS-0001",2015-08-13 10:10:08,36608,12.2,3,24.312973,-158.059967,12,26.55
9417070,"300234063602780","UOH-MS-0001",2015-08-13 10:00:08,36008,12.2,3,24.313799,-158.060242,12,26.55
9417028,"300234063602780","UOH-MS-0001",2015-08-13 09:50:08,35408,12.2,3,24.314545,-158.060425,13,26.55
9417022,"300234063602780","UOH-MS-0001",2015-08-13 09:40:09,34809,12.2,3,24.315044,-158.060699,10,26.55
9416875,"300234063602780","UOH-MS-0001",2015-08-13 09:30:08,34208,12.2,3,24.315613,-158.061142,9,26.55
9416763,"300234063602780","UOH-MS-0001",2015-08-13 09:20:12,33612,12.2,3,24.316267,-158.061676,11,26.55
9416757,"300234063602780","UOH-MS-0001",2015-08-13 09:10:08,33008,12.2,3,24.317009,-158.062302,15,26.6
9416741,"300234063602780","UOH-MS-0001",2015-08-13 09:00:08,32408,12.2,3,24.317495,-158.062927,9,26.55
9416706,"300234063602780","UOH-MS-0001",2015-08-13 08:50:08,31808,12.2,3,24.317938,-158.06366,12,26.6
9416700,"300234063602780","UOH-MS-0001",2015-08-13 08:40:09,31209,12.2,3,24.318197,-158.064423,10,26.55
9416693,"300234063602780","UOH-MS-0001",2015-08-13 08:30:08,30608,12.2,3,24.318487,-158.065277,11,26.55
9416685,"300234063602780","UOH-MS-0001",2015-08-13 08:20:08,30008,12.2,3,24.318916,-158.065887,11,26.6
9416679,"300234063602780","UOH-MS-0001",2015-08-13 08:10:09,29409,12.2,3,24.319115,-158.06662,17,26.6
9416668,"300234063602780","UOH-MS-0001",2015-08-13 08:01:54,28914,12.2,3,24.319296,-158.06723,11,26.6
9416547,"300234063602780","UOH-MS-0001",2015-08-13 07:50:08,28208,12.2,3,24.319607,-158.068222,10,26.6
9416423,"300234063602780","UOH-MS-0001",2015-08-13 07:40:08,27608,12.2,3,24.319715,-158.069077,11,26.6
9416357,"300234063602780","UOH-MS-0001",2015-08-13 07:30:08,27008,12.2,3,24.319626,-158.069901,11,26.6
9416349,"300234063602780","UOH-MS-0001",2015-08-13 07:20:08,26408,12.2,3,24.319387,-158.070724,10,26.6
9416343,"300234063602780","UOH-MS-0001",2015-08-13 07:10:09,25809,12.2,3,24.318949,-158.071472,9,26.6
